,Year,Area,Date,Road,Municipality Name,County Name,Province Name,Fatalties,Serious Injuries,Light Injuries,Units Involved,Pedestrains Involved,Bicycles Involved,Mopeds Involved,Motorcycles,Light Vehicles Involved,Heavy Vehicles Involved,Other Units Involved,Unspecified Units Involved,Road Speed Limit,Accident with Hit and Run,Fog Presence,Surrounding Environment,Special Lane Presence,Special Traffic Measures,Weather Conditions,Special Road Functions,Severity of Accident,Influence of Fog,Influence of Environment,Influence of Traffic,Influence of Weather,Influence of Wind Intensity,Influence of Lighting,Influence of Special Measures,Influence of Road Objects,Influence of Road Surface,Influence of Visibility,Intersection Characteristics,Lighting Conditions,Traffic Regulation and Priority,Direction of Road,Subtype of Accident,Subtype of Road Section,Subzone within Area,Road Surface Conditions,Type of Road,Road Ownership,Wind Conditions,Day of the Week Grouping,Hour of Day,Time of Day Grouping,Type of Accident,Day,Month
6490,2016,0,2016-06-25,CR,"PERA, LA",Baix Emporda,1,0,1,1,2,0,0,2,0,0,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,0,3,0,2,0,16.02,1,2,25,6
6491,2016,0,2016-06-25,GI-510,TERRADES,Alt Emporda,1,0,1,1,1,0,0,0,1,0,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Resta sortides de via,-1,1,2,4,2,1,0,19.47,1,1,25,6
6492,2016,1,2016-03-22,SE,TARRAGONA,Tarragones,0,0,1,0,2,0,0,0,0,1,1,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,0,4,-1,1,Envestida (frontal lateral),-1,2,2,5,-1,2,1,16.01,1,2,22,3
6493,2016,0,2016-07-27,B-10,SANT ADRIA DE BESOS,Barcelones,3,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,4,4,0,Encalç,3,1,2,4,0,2,1,16.19,1,2,27,7
6494,2016,1,2016-01-10,SE,ROSES,Alt Emporda,1,0,1,1,1,0,0,1,0,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Altres,-1,2,2,5,-1,2,0,8.0,0,5,10,1
6495,2016,0,2016-03-20,C-17,"GARRIGA, LA",Valles Oriental,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,Altres,-1,1,2,4,2,2,0,7.52,0,5,20,3
6496,2016,0,2016-08-15,GI-643,GUALTA,Baix Emporda,1,1,3,2,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,1,2,4,2,2,1,9.5,0,2,15,8
6497,2016,0,2016-11-01,C-65,QUART,Girones,1,0,2,0,3,0,0,0,0,3,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,3,-1,1,Col·lisió frontal,-1,1,2,4,2,2,1,0.0,2,2,1,11
6498,2016,0,2016-04-02,N-II,PALAFOLLS,Maresme,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Resta sortides de via,1,1,2,4,1,2,0,20.22,1,1,2,4
6499,2016,1,2016-09-27,SE,ESPLUGUES DE LLOBREGAT,Baix Llobregat,3,0,1,0,2,1,0,0,1,0,0,0,0,30.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Atropellament,-1,2,2,5,-1,1,1,21.1,1,3,27,9
6500,2016,1,2016-02-20,SE,RUBI,Valles Occidental,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,-1,1,Xoc contra objecte/obstacle sense sortida prèvia de via,1,2,2,5,-1,2,0,15.2,1,4,20,2
6501,2016,0,2016-01-05,GIV-6701,MADREMANYA,Girones,1,0,1,1,2,0,0,0,0,2,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,Col·lisió frontal,-1,1,2,4,2,2,1,17.03,1,2,5,1
6502,2016,0,2016-06-16,A-2,RIBERA D'ONDARA,Segarra,2,1,0,0,2,0,0,0,0,1,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Fregament o col·lisió lateral,-1,1,2,4,1,2,1,15.21,1,2,16,6
6503,2016,1,2016-03-18,SE,RUBI,Valles Occidental,3,0,1,0,4,1,0,0,0,1,1,1,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,1,9.56,0,3,18,3
6504,2016,1,2016-06-10,SE,OLESA DE MONTSERRAT,Baix Llobregat,3,0,1,0,2,1,0,0,0,1,0,0,0,30.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,Atropellament,2,2,2,5,-1,2,1,10.3,0,3,10,6
6505,2016,1,2016-11-12,SE,SANT CARLES DE LA RAPITA,Montsia,0,0,1,0,2,1,0,0,0,1,0,0,0,40.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,4,4,0,Atropellament,2,2,2,5,-1,2,0,11.0,0,3,12,11
6506,2016,1,2016-01-10,SE,HOSPITALET DE LLOBREGAT,Barcelones,3,0,2,2,2,0,0,0,0,2,0,0,0,20.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,1,5,3,1,Envestida (frontal lateral),2,2,2,5,-1,2,0,4.2,2,2,10,1
6507,2016,0,2016-05-20,C-17,MONTCADA I REIXAC,Valles Occidental,3,0,1,0,2,1,0,0,0,1,0,0,0,80.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,Atropellament,-1,1,2,4,2,2,0,21.31,1,3,20,5
6508,2016,0,2016-07-06,C-12,CORBINS,Segria,2,0,1,0,2,0,0,0,0,1,1,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Fregament o col·lisió lateral,-1,1,2,4,2,2,1,8.11,0,2,6,7
6509,2016,1,2016-12-07,SE,BARCELONA,Barcelones,3,0,1,1,2,1,0,0,1,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,4,1,Atropellament,1,2,2,5,-1,2,1,20.03,1,3,7,12
6510,2016,0,2016-06-10,C-31,PALAMOS,Baix Emporda,1,0,1,1,2,0,0,0,2,0,0,0,0,100.0,0.0,0,2,Carril d'alentiment,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Encalç,-1,1,2,4,2,2,0,19.14,1,2,10,6
6511,2016,1,2016-02-26,SE,BARCELONA,Barcelones,3,0,1,0,2,0,0,0,1,1,0,0,0,30.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,1,1,4,3,0,Envestida (frontal lateral),2,2,2,5,-1,2,1,12.35,0,2,26,2
6512,2016,0,2016-07-02,BV-4021,SANT JULIA DE CERDANYOLA,Bergueda,3,0,1,0,1,0,0,0,0,1,0,0,0,50.0,0.0,0,0,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Resta sortides de via,-1,1,2,4,3,2,0,17.51,1,1,2,7
6513,2016,1,2016-01-25,SE,ALCANAR,Montsia,0,0,1,0,3,1,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,4,-1,0,Atropellament,2,2,2,5,-1,2,1,16.1,1,3,25,1
6514,2016,0,2016-01-20,N-240,TARRAGONA,Tarragones,0,0,1,1,3,0,0,0,1,2,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Encalç,-1,1,2,4,1,2,1,14.02,1,2,20,1
6515,2016,1,2016-11-14,SE,VILANOVA I LA GELTRU,Garraf,3,0,1,0,2,0,1,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,Envestida (frontal lateral),2,2,2,5,-1,2,1,12.14,0,2,14,11
6516,2016,1,2016-01-08,SE,TORREDEMBARRA,Tarragones,0,0,1,0,1,0,0,0,1,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Caiguda en la via,-1,2,2,5,-1,2,1,13.18,0,0,8,1
6517,2016,1,2016-03-03,SE,BARCELONA,Barcelones,3,0,1,2,2,1,0,0,1,0,0,0,0,100.0,0.0,0,-1,Carril bus,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,Atropellament,-1,2,2,5,-1,2,1,20.4,1,3,3,3
6518,2016,0,2016-11-11,C-152,SANTA COLOMA DE FARNERS,Selva,1,0,1,2,3,0,0,0,1,2,0,0,0,70.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,3,4,1,Altres,0,1,2,4,2,2,0,20.01,1,5,11,11
6519,2016,1,2016-06-01,SE,CERDANYOLA DEL VALLES,Valles Occidental,3,0,1,1,3,2,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,1,0,0,0,0,1,4,3,1,Atropellament,2,2,2,5,-1,2,1,19.15,1,3,1,6
6520,2016,0,2016-10-14,N-340,"PERELLO, EL",Baix Ebre,0,0,2,1,3,0,0,0,0,2,1,0,0,100.0,1.0,0,0,Carril lent,-1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,Envestida (frontal lateral),-1,1,2,4,1,2,1,10.57,0,2,14,10
6521,2016,1,2016-05-19,SE,SANT BOI DE LLOBREGAT,Baix Llobregat,3,0,1,1,2,0,0,1,1,0,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,4,0,Envestida (frontal lateral),2,2,2,5,-1,2,1,22.33,2,2,19,5
6522,2016,0,2016-09-22,C-31B,TARRAGONA,Tarragones,0,1,0,0,2,0,0,0,1,1,0,0,0,50.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,4,-1,1,Resta sortides de via,1,1,2,4,2,2,1,12.05,0,1,22,9
6523,2016,0,2016-02-10,C-58,BARCELONA,Barcelones,3,0,1,0,5,0,0,0,1,4,0,0,0,80.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,Envestida (frontal lateral),-1,1,2,4,2,2,1,7.0,0,2,10,2
6524,2016,0,2016-09-20,A-2,SANT VICENC DELS HORTS,Baix Llobregat,3,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Envestida (frontal lateral),-1,1,2,4,1,2,1,8.58,0,2,20,9
6525,2016,1,2016-10-27,SE,SANT FELIU DE LLOBREGAT,Baix Llobregat,3,0,1,0,2,0,0,0,1,1,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,0,4,-1,1,Envestida (frontal lateral),-1,2,2,5,-1,2,1,9.15,0,2,27,10
6526,2016,1,2016-08-13,SE,BARCELONA,Barcelones,3,1,0,1,2,0,0,0,1,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,Envestida (frontal lateral),2,2,2,5,-1,2,0,13.0,0,2,13,8
6527,2016,0,2016-05-09,C-55,MONISTROL DE MONTSER,Bages,3,0,3,0,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,Envestida (frontal lateral),-1,1,2,4,2,2,1,7.45,0,2,9,5
6528,2016,0,2016-01-10,C-58,MONTCADA I REIXAC,Valles Occidental,3,1,2,0,2,0,0,0,0,2,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Col·lisió frontal,-1,1,2,4,-1,2,0,11.53,0,2,10,1
6529,2016,0,2016-11-21,C-12,GARCIA,Ribera d'Ebre,0,0,3,3,4,0,0,0,0,4,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Col·lisió frontal,-1,1,2,4,2,2,1,17.59,1,2,21,11
6530,2016,0,2016-01-17,C-66,FLACA,Girones,1,0,1,4,1,0,0,0,0,1,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Resta sortides de via,-1,1,2,4,2,2,0,0.36,2,1,17,1
6531,2016,0,2016-09-15,A-2,BELLPUIG,Urgell,2,1,0,0,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Encalç,-1,1,2,4,1,2,1,18.04,1,2,15,9
6532,2016,1,2016-04-18,SE,SABADELL,Valles Occidental,3,0,1,0,2,1,0,0,0,0,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Atropellament,-1,2,2,5,-1,2,1,16.37,1,3,18,4
6533,2016,0,2016-12-01,BV-5114,SANT CELONI,Valles Oriental,3,0,1,0,2,0,1,0,0,1,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,Envestida (frontal lateral),-1,1,2,4,3,2,1,7.33,0,2,1,12
6534,2016,1,2016-01-25,SE,CUBELLS,Noguera,2,0,1,0,1,0,0,0,0,1,0,0,0,20.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Resta sortides de via,-1,2,2,5,-1,2,1,0.5,2,1,25,1
6535,2016,1,2016-01-10,SE,BADALONA,Barcelones,3,0,1,1,3,0,0,1,1,1,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,0,0,5,-1,1,Envestida (frontal lateral),-1,2,2,5,-1,2,0,18.26,1,2,10,1
6536,2016,1,2016-05-21,SE,CERDANYOLA DEL VALLES,Valles Occidental,3,0,1,0,2,0,0,0,1,1,0,0,0,40.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,0,Fregament o col·lisió lateral,0,2,2,5,-1,2,0,12.55,0,2,21,5
6537,2016,1,2016-11-01,SE,PALAMOS,Baix Emporda,1,0,1,0,2,0,1,0,0,1,0,0,0,50.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,1,0,0,0,0,1,4,4,0,Envestida (frontal lateral),0,2,2,5,0,2,1,8.58,0,2,1,11
6538,2016,1,2016-10-11,SE,SANT ADRIA DE BESOS,Barcelones,3,0,1,0,3,0,0,0,1,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Fregament o col·lisió lateral,-1,2,2,5,-1,2,1,7.5,0,2,11,10
6539,2016,1,2016-05-20,SE,BARCELONA,Barcelones,3,0,1,0,2,1,0,0,0,0,1,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Atropellament,-1,2,2,5,-1,2,1,12.2,0,3,20,5
6540,2016,1,2016-07-23,SE,BARCELONA,Barcelones,3,0,1,0,3,0,0,0,1,2,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,2,0,Fregament o col·lisió lateral,1,2,2,5,-1,2,0,18.15,1,2,23,7
6541,2016,0,2016-08-30,C-31,VILADAMAT,Alt Emporda,1,0,1,0,2,0,0,0,0,1,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,1,2,4,2,2,1,8.32,0,2,30,8
6542,2016,1,2016-09-11,SE,CERDANYOLA DEL VALLES,Valles Occidental,3,0,1,0,1,0,0,1,0,0,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,Resta sortides de via,-1,2,2,5,-1,2,0,21.51,1,1,11,9
6543,2016,1,2016-01-20,SE,BARCELONA,Barcelones,3,0,1,0,2,1,0,0,1,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,1,0,1,1,4,3,0,Atropellament,2,2,2,5,-1,2,1,10.55,0,3,20,1
6544,2016,0,2016-07-13,C-462,OLIUS,Solsones,2,0,2,0,1,0,0,0,0,1,0,0,0,70.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Resta sortides de via,-1,1,2,4,2,2,1,2.02,2,1,13,7
6545,2016,1,2016-04-03,SE,MIRAVET,Ribera d'Ebre,0,0,1,0,3,0,0,0,1,2,0,0,0,50.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,2,2,5,0,2,0,12.01,0,2,3,4
6546,2016,1,2016-07-07,SE,SABADELL,Valles Occidental,3,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,1,11.21,0,3,7,7
6547,2016,0,2016-01-22,N-145,"VALLS DE VALIRA, LES",Alt Urgell,2,1,3,0,2,0,0,0,0,2,0,0,0,90.0,0.0,0,1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,Envestida (frontal lateral),-1,1,2,4,1,2,1,8.37,0,2,22,1
6548,2016,0,2016-07-10,AP-7,MONTORNES DEL VALLES,Valles Oriental,3,0,1,6,2,0,0,0,0,2,0,0,0,120.0,0.0,0,2,No n'hi ha,3.0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,5,-1,0,Encalç,-1,1,2,4,1,2,0,0.01,2,2,10,7
6549,2016,1,2016-03-05,SE,TARRAGONA,Tarragones,0,0,1,0,2,0,0,0,1,1,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,-1,0,4,-1,1,Encalç,-1,2,2,5,-1,2,0,13.26,0,2,5,3
6550,2016,1,2016-10-21,SE,BARCELONA,Barcelones,3,0,1,0,2,1,0,0,1,0,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,3,0,Atropellament,2,2,2,5,-1,2,0,21.55,1,3,21,10
6551,2016,1,2016-08-02,SE,REUS,Baix Camp,0,0,1,0,2,1,0,0,0,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,1,10.0,0,3,2,8
6552,2016,0,2016-09-28,B-212,VILAFRANCA DEL PENEDES,Alt Penedes,3,0,1,0,2,0,0,0,1,0,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,1,0,0,0,0,1,4,4,1,Envestida (frontal lateral),1,1,2,4,3,2,1,18.21,1,2,28,9
6553,2016,1,2016-04-19,SE,"PALLARESOS, ELS",Tarragones,0,0,1,0,2,1,0,0,0,1,0,0,0,20.0,0.0,0,-1,Sense Especificar,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Atropellament,-1,2,2,5,-1,2,1,18.2,1,3,19,4
6554,2016,1,2016-01-22,SE,HOSTALRIC,Selva,1,1,0,1,2,0,0,0,0,2,0,0,0,70.0,0.0,0,1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,2,2,5,-1,2,1,9.52,0,2,22,1
6555,2016,1,2016-11-16,SE,BADALONA,Barcelones,3,0,1,0,2,0,0,0,0,1,1,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Sortida de via amb xoc o col·lisió,-1,2,2,5,-1,2,1,15.3,1,1,16,11
6556,2016,1,2016-08-15,SE,BARCELONA,Barcelones,3,2,0,5,4,2,0,0,0,2,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,Atropellament,2,2,2,5,-1,2,1,16.48,1,3,15,8
6557,2016,1,2016-08-01,SE,GRANOLLERS,Valles Oriental,3,1,0,0,1,0,0,0,1,0,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,Resta sortides de via,0,2,2,5,0,2,1,13.1,0,1,1,8
6558,2016,1,2016-02-26,SE,MOLLET DEL VALLES,Valles Oriental,3,0,1,0,2,1,0,0,0,0,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,2,0,Atropellament,1,2,2,5,-1,2,0,18.18,1,3,26,2
6559,2016,1,2016-03-30,SE,TERRASSA,Valles Occidental,3,0,1,0,2,0,0,0,1,1,0,0,0,100.0,0.0,0,3,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,4,4,1,Envestida (frontal lateral),2,2,2,5,-1,2,1,10.5,0,2,30,3
6560,2016,0,2016-06-27,C-55,OLESA DE MONTSERRAT,Baix Llobregat,3,0,3,3,3,0,0,0,0,2,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,2,2,1,16.43,1,2,27,6
6561,2016,0,2016-08-24,N-240,MONTBLANC,Conca de Barbera,0,1,1,6,5,0,0,0,0,4,1,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Envestida (frontal lateral),-1,1,2,4,1,2,1,10.48,0,2,24,8
6562,2016,1,2016-04-18,SE,CORNELLA DE LLOBREGAT,Baix Llobregat,3,0,1,0,1,0,0,0,0,1,0,0,0,100.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,Altres,-1,2,2,5,-1,2,1,1.2,2,5,18,4
6563,2016,1,2016-07-02,SE,GIRONA,Girones,1,0,1,0,2,1,0,0,0,1,0,0,0,30.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,Atropellament,-1,2,2,5,-1,2,0,18.57,1,3,2,7
6564,2016,0,2016-09-20,BV-5303,SEVA,Osona,3,0,3,1,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,3,2,1,18.53,1,2,20,9
6565,2016,0,2016-07-01,B-10,BARCELONA,Barcelones,3,0,1,0,2,0,0,0,1,1,0,0,0,80.0,0.0,0,-1,No n'hi ha,-1.0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,4,-1,1,Encalç,-1,1,2,1,-1,2,1,7.55,0,2,1,7
6566,2016,0,2016-06-24,N-420,CORBERA D'EBRE,Terra Alta,0,0,3,2,2,0,0,0,0,2,0,0,0,100.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Col·lisió frontal,-1,1,2,4,1,2,0,16.34,1,2,24,6
6567,2016,1,2016-10-21,SE,BADALONA,Barcelones,3,1,0,0,2,1,0,0,0,0,1,0,0,30.0,0.0,1,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,Atropellament,1,2,1,5,-1,2,1,7.58,0,3,21,10
6568,2016,0,2016-08-30,C-15B,SANT PERE DE RIBES,Garraf,3,0,1,1,1,0,0,0,1,0,0,0,0,40.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1,Caiguda en la via,-1,1,2,4,2,2,1,10.56,0,0,30,8
6569,2016,0,2016-04-13,N-150,BARBERA DEL VALLES,Valles Occidental,3,0,1,0,2,1,0,0,0,1,0,0,0,70.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,4,-1,0,Atropellament,-1,1,2,4,1,2,1,18.07,1,3,13,4
6570,2016,1,2016-02-26,SE,SANT CARLES DE LA RAPITA,Montsia,0,0,1,0,2,0,0,0,1,1,0,0,0,40.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,4,1,Envestida (frontal lateral),1,2,2,5,-1,2,0,22.4,2,2,26,2
6571,2016,0,2016-01-31,L-310,"PLANS DE SIO, ELS",Segarra,2,1,0,2,2,0,0,0,0,2,0,0,0,100.0,0.0,0,2,No n'hi ha,-1.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,Encalç,-1,1,2,4,2,2,0,22.06,2,2,31,1
6572,2016,1,2016-12-14,SE,AIGUAVIVA,Girones,1,0,1,0,2,0,0,0,1,1,0,0,0,40.0,0.0,0,1,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,Altres,-1,2,2,5,-1,2,1,18.43,1,5,14,12
6573,2016,1,2016-12-13,SE,CERDANYOLA DEL VALLES,Valles Occidental,3,0,1,1,2,1,0,0,1,0,0,0,0,30.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,Atropellament,-1,2,2,5,-1,2,1,18.3,1,3,13,12
6574,2016,1,2016-05-31,SE,BLANES,Selva,1,0,1,0,1,0,0,1,0,0,0,0,0,20.0,0.0,0,2,No n'hi ha,-1.0,3,3,1,-1,0,0,0,-1,0,0,0,0,0,0,5,-1,-1,Xoc contra objecte/obstacle sense sortida prèvia de via,-1,2,2,5,-1,2,1,5.38,2,4,31,5
